FILENAME,CLASS,LABEL
Galaxy10_DECals-dataset-03520,0,2
Galaxy10_DECals-dataset-03527,0,1
Galaxy10_DECals-dataset-03554,0,1
Galaxy10_DECals-dataset-03559,0,2
Galaxy10_DECals-dataset-03571,0,1
Galaxy10_DECals-dataset-03594,0,2
Galaxy10_DECals-dataset-03617,0,1
Galaxy10_DECals-dataset-03629,0,1
Galaxy10_DECals-dataset-03646,0,1
Galaxy10_DECals-dataset-03666,0,1
Galaxy10_DECals-dataset-03674,0,1
Galaxy10_DECals-dataset-03697,0,1
Galaxy10_DECals-dataset-03734,0,1
Galaxy10_DECals-dataset-03742,0,1
Galaxy10_DECals-dataset-03755,0,1
Galaxy10_DECals-dataset-03759,0,1
Galaxy10_DECals-dataset-03760,0,1
Galaxy10_DECals-dataset-03765,0,1
Galaxy10_DECals-dataset-03780,0,1
Galaxy10_DECals-dataset-03790,0,2
Galaxy10_DECals-dataset-03792,0,1
Galaxy10_DECals-dataset-03813,0,1
Galaxy10_DECals-dataset-03823,0,2
Galaxy10_DECals-dataset-03830,0,1
Galaxy10_DECals-dataset-03842,0,1
Galaxy10_DECals-dataset-03845,0,1
Galaxy10_DECals-dataset-03849,0,2
Galaxy10_DECals-dataset-03864,0,1
Galaxy10_DECals-dataset-03889,0,2
Galaxy10_DECals-dataset-03913,0,1
Galaxy10_DECals-dataset-03935,0,1
Galaxy10_DECals-dataset-03954,0,1
Galaxy10_DECals-dataset-03969,0,1
Galaxy10_DECals-dataset-03986,0,1
Galaxy10_DECals-dataset-03992,0,1
Galaxy10_DECals-dataset-04005,0,1
Galaxy10_DECals-dataset-04015,0,1
Galaxy10_DECals-dataset-04056,0,2
Galaxy10_DECals-dataset-04057,0,2
Galaxy10_DECals-dataset-04068,0,1
Galaxy10_DECals-dataset-04084,0,1
Galaxy10_DECals-dataset-04093,0,1
Galaxy10_DECals-dataset-04095,0,1
Galaxy10_DECals-dataset-04099,0,2
Galaxy10_DECals-dataset-04106,0,1
Galaxy10_DECals-dataset-04144,0,1
Galaxy10_DECals-dataset-04150,0,1
Galaxy10_DECals-dataset-04172,0,1
Galaxy10_DECals-dataset-04189,0,2
Galaxy10_DECals-dataset-04204,0,1
Galaxy10_DECals-dataset-04214,0,1
Galaxy10_DECals-dataset-04246,0,1
Galaxy10_DECals-dataset-04256,0,1
Galaxy10_DECals-dataset-04300,0,1
Galaxy10_DECals-dataset-04306,0,2
Galaxy10_DECals-dataset-04310,0,1
Galaxy10_DECals-dataset-04318,0,1
Galaxy10_DECals-dataset-04319,0,1
Galaxy10_DECals-dataset-04321,0,1
Galaxy10_DECals-dataset-04325,0,2
Galaxy10_DECals-dataset-04330,0,1
Galaxy10_DECals-dataset-04336,0,2
Galaxy10_DECals-dataset-04341,0,1
Galaxy10_DECals-dataset-04346,0,1
Galaxy10_DECals-dataset-04349,0,2
Galaxy10_DECals-dataset-04370,0,1
Galaxy10_DECals-dataset-04374,0,1
Galaxy10_DECals-dataset-04390,0,1
Galaxy10_DECals-dataset-04401,0,1
Galaxy10_DECals-dataset-04410,0,2
Galaxy10_DECals-dataset-04427,0,1
Galaxy10_DECals-dataset-04432,0,1
Galaxy10_DECals-dataset-04433,0,1
Galaxy10_DECals-dataset-04437,0,1
Galaxy10_DECals-dataset-04459,0,2
Galaxy10_DECals-dataset-04460,0,1
Galaxy10_DECals-dataset-04466,0,2
Galaxy10_DECals-dataset-04476,0,1
Galaxy10_DECals-dataset-04477,0,1
Galaxy10_DECals-dataset-04504,0,1
Galaxy10_DECals-dataset-04506,0,2
Galaxy10_DECals-dataset-04510,0,1
Galaxy10_DECals-dataset-04545,0,1
Galaxy10_DECals-dataset-04550,0,1
Galaxy10_DECals-dataset-04570,0,1
Galaxy10_DECals-dataset-04592,0,1
Galaxy10_DECals-dataset-04601,0,1
Galaxy10_DECals-dataset-04615,0,2
Galaxy10_DECals-dataset-04629,0,2
Galaxy10_DECals-dataset-04635,0,2
Galaxy10_DECals-dataset-04639,0,2
Galaxy10_DECals-dataset-04640,0,1
Galaxy10_DECals-dataset-04653,0,1
Galaxy10_DECals-dataset-04657,0,1
Galaxy10_DECals-dataset-04672,0,2
Galaxy10_DECals-dataset-04673,0,2
Galaxy10_DECals-dataset-04674,0,2
Galaxy10_DECals-dataset-04675,0,1
Galaxy10_DECals-dataset-04676,0,2
Galaxy10_DECals-dataset-04677,0,2
Galaxy10_DECals-dataset-04678,0,2
Galaxy10_DECals-dataset-04679,0,2
Galaxy10_DECals-dataset-04680,0,2
Galaxy10_DECals-dataset-04681,0,2
Galaxy10_DECals-dataset-04682,0,2
Galaxy10_DECals-dataset-04683,0,2
Galaxy10_DECals-dataset-04684,0,1
Galaxy10_DECals-dataset-04685,0,2
Galaxy10_DECals-dataset-04686,0,2
Galaxy10_DECals-dataset-04687,0,2
Galaxy10_DECals-dataset-04688,0,2
Galaxy10_DECals-dataset-04689,0,2
Galaxy10_DECals-dataset-04690,0,2
Galaxy10_DECals-dataset-04691,0,1
Galaxy10_DECals-dataset-04692,0,2
Galaxy10_DECals-dataset-04693,0,2
Galaxy10_DECals-dataset-04694,0,2
Galaxy10_DECals-dataset-04695,0,2
Galaxy10_DECals-dataset-04696,0,2
Galaxy10_DECals-dataset-04697,0,2
Galaxy10_DECals-dataset-04698,0,2
Galaxy10_DECals-dataset-04699,0,2
Galaxy10_DECals-dataset-04700,0,2
Galaxy10_DECals-dataset-04701,0,2
Galaxy10_DECals-dataset-04702,0,2
Galaxy10_DECals-dataset-04704,0,2
Galaxy10_DECals-dataset-04705,0,2
Galaxy10_DECals-dataset-04706,0,1
Galaxy10_DECals-dataset-04707,0,2
Galaxy10_DECals-dataset-04708,0,2
Galaxy10_DECals-dataset-04709,0,2
Galaxy10_DECals-dataset-04710,0,2
Galaxy10_DECals-dataset-04711,0,2
Galaxy10_DECals-dataset-04712,0,1
Galaxy10_DECals-dataset-04714,0,2
Galaxy10_DECals-dataset-04715,0,2
Galaxy10_DECals-dataset-04716,0,2
Galaxy10_DECals-dataset-04717,0,2
Galaxy10_DECals-dataset-04718,0,2
Galaxy10_DECals-dataset-04719,0,2
Galaxy10_DECals-dataset-04720,0,2
Galaxy10_DECals-dataset-04721,0,2
Galaxy10_DECals-dataset-04722,0,2
Galaxy10_DECals-dataset-04723,0,2
Galaxy10_DECals-dataset-04724,0,2
Galaxy10_DECals-dataset-04725,0,2
